question,answer
why term insurance over whole life?,"if you need a lot of coverage for a temporary need , term is more cost effective , at least in the short run , than whole life . while whole life builds up cash values that can make it come out ahead of term in the end , not everyone can afford the amount of coverage they need in a permanent policy . sometimes taking a combination of term and whole life can be helpful to keep costs down , yet have enough coverage to get the protection you need , yet some coverage locked in for life ."
can life insurance companies see medical records?,"yes , as part of the application you will sign a health insurance portability and accountability ac -lrb- hipaa -rrb- release as part of the application , which grants release of your medical records to the insurance companies and it 's agent . this allows the company to order your medical charts at it 's discretion for review ."
how does treat annuities?,"unless an annuity is set up exactly according to some specifications , treats annuities as an asset . so if someone is applying for while owning an annuity , they will need to spend down the cash value in the annuity to the allowable limit for holding onto cash assets ."
will a dui affect life insurance?,if you are applying for a life insurance policy yes a dui may affect your eligability for coverage or your rates for the policy . if you have alife insurance policy that is active when you received the dui then your premium and coverage should remain intact.please read your policy completely to know what coverage is provided and any exclusions that there may be .
can i get a life insurance quote online?,"yes , you can get a life insurance quote online . some websites will offer instant quotes that enable you to put in your age , sex , state , height , weight , amount and type of coverage you are looking for , then see your quote instantly . a smaller number of websites will allow you to put in your health information so that the quote is more specific . it is always a good idea to talk to someone associated with the website , as well , to make sure your quote is accurate . there are many options and sometimes the one that works best for you might not be listed on a website quote engine , especially if you have serious health problems or are looking for permanent coverage ."
who sells the best annuities?,"there are thousands of tax deferred annuities in the market place . there are three crediting methods utilized in tax deferred annuities interest rate crediting , indexed crediting and separate sub account crediting . sentinel is one of the leading fixed interest rate annuity companies . genworth is one of the leading indexed annuity companies . variable annuities are harder to access because of the varying expense loads , but by policy provision perhaps the prudential ."
does my health insurance cover me in another state?,"it depends on your plan . most plans provide coverage beyond your home state . however , most plans will only pay in the state they are from -lrb- or occasionally in the immediate area in surrounding states -rrb- except in emergency situations . it is always best to contact your insurance if you are planning a trip to make sure that you will be covered in any situation ."
does employer pay disability insurance?,"yes , there are group disability plans that an employer will pay the premiums as an employee benefit . the upside is the employees are receiving a free benefit as a perk of working for the company . the down side of group disability plans are they are tax deductible for the employer , therefore if the employee draws benefits these are subject to income tax . if you purchase your own disability insurance plan with after tax premiums your benefits are tax free ."
who can buy disability insurance?,"in order to buy disability insurance , the applicant must have an income , and must be eligible for coverage due to having risk than the company is willing to take on . if the applicant is in an extremely dangerous job , has poor health , has had problems with addiction , or other risks , the policy could be declined or have amendments to limit coverage . there are also policies designed for high risk individuals with graded benefits ."
does health insurance cover a breast pump?,"breast pumps are usually over the counter items and are not medically necessary therefore most health insurance will not cover them . unless there is sound medical reason for any type of device or medical equipment , then health insurance will not cover them if you feel your case is unusual then have your doctor contact your company for approval ."
can you get maternity disability insurance while pregnant?,"no , pregnancy is considered a pre-existing condition , and you can not get maternity disability insurance while pregnant . there may be an exception somewhere , but it is highly doubtful . even most group plans require that you have worked at the business before becoming pregnant in order to use disability benefits for normal pregnancy ."
who is policy owner of a life insurance policy?,"the policy owner is the contract owner and is , in many cases , also the life insured . the policy owner has most of the rights in the contract such as the right to designate a named beneficiary and make changes to that designation at any time . in the case of a cash value life policy , the policy owner owns cash values which is an asset that could be borrowed if needed or , the policy cash surrender value could be accessed if coverage was no longer needed ."
can you cancel health insurance anytime?,"you can cancel a health insurance policy at any time . the best way is to contact your broker or insurer -lrb- by phone -rrb- and request the termination of coverage . if they ask that you submit your request in writing , promptly send them a letter or email that details exactly when you want the policy to end ."
is cancer insurance worth having?,"when you look at the statistics , a cancer plan is certainly worth looking in to . there are some policies that provide a return of premium if you do not come down with cancer after a specified period of time . a cancer plan can often make a difference of losing your home or being able to get the treatment you want ."
is term life insurance expensive?,"term life insurance is generally inexpensive for the amount of coverage that you get . keep in mind that if you are older , or have health problems , the cost of term life insurance is going to be higher than for someone who is young and in perfect health ."
what age should i buy life insurance?,"whatever age your are now , is probably a good time for you to buy life insurance . if you are thinking about it , you probably have a need for it . there are policies available at any age . you simply adjust the face amount and type of policy to cover your need at the time . the younger you are , the cheaper the premiums usually are ."
what is an irrevocable life insurance policy?,"the term irrevocable means that the policy can not be changed . for example you can have an irrevocable beneficiary or an irrevocable owner . this is common in planning utilizing an insurance policy irrevocably assigned to a funeral or estate trust . by assigning the policy to an irrevocable trust , the cash value is no longer considered a countable asset by as long as other conditions are also met . there are other reasons for irrevocably assigning a policy to a trust or entity depending on the need ."
what do life insurance actuaries do?,"life insurance actuaries use mathematical and statistical methods to assess life insurance risk . they also use their knowledge of finance and economics to design coverage to meet the long term financial needs of individuals , families and businesses . rather than just designing policies , today 's life insurance actuaries can be involved in product planning , marketing , risk management , and almost every part of a life insurance company ."
can you cash in your life insurance policy?,"yes , you can cash in a permanent life insurance policy that has cash value . however , there may be other options for your policy that will not cause you to lose the death benefit coverage . e.g. . if the premium is too high , you may be able to reduce the face amount that will lower the premium , or even turn your policy into a reduced paid up policy for which no more premiums are needed . if you need cash for living expenses , you can take a loan from some policies . visit with an agent to make sure you are doing the most economical choice with this valuable policy you had purchased in the past ."
how do you get rid of whole life insurance?,"if you really just want to get rid of '' a whole life policy all you have to do is stop paying the premiums ... it will go away '' , -lrb- lapse -rrb- . if it 's a policy that is fully paid for then you will need to contact the insurer or your agent and make certain arrangements . a whole life policy that is paid for , and those that are not yet fully paid for will have a cash surrender '' value that you 'll probably want to receive . although i really ca n't imagine why anyone would want to get rid of '' their whole life policy !"
how do you get rid of whole life insurance?,"unless it is a very new policy , or if you have borrowed heavily from it , whole life insurance will have a cash value . therefore , you will have some choices in how you want to get rid of it '' . you might choose to keep it with a reduced face amount and not pay any more premiums . you might want to take the cash value , or roll the cash value over into another policy . contact the agent who sold you your policy to determine your best choice . if that agent is no longer in business , you can contact the insurance company or another agent for assistance ."
can i take money out of my life insurance policy?,"if you have a permanent life insurance policy that has cash value , you may be able to take money out of your life insurance policy . you can do it in the form of a loan , which allows you to repay the money with interest and keep your life insurance coverage intact . or you can possibly take it as a partial surrender which would reduce your total coverage . contact your agent or the company that your policy is placed with to find out your options ."
does health insurance cover transgender surgery?,"unless there is a sound medical reason such as an accident that makes such surgery necessary or perhaps a hermaphrodite situation the answer in most cases would be no , at least i do not know if any company that would cover it . transgender surgery is considered elective and is not necessary for the physical health and well being of the individual ."
what is single premium immediate annuity?,"this is the basic annuity . it provides that the insurance company will , in exchange for a single payment , provide a lifetime of monthly payments , regardless of the length of the life of the annuitant . this promise is backed by the assets of the corporation and the insurance company is supervised by the state insurance commissioner in the state where you live and the state where the company is domiciled . there are many variations on this basic contract ."
what is an aps for life insurance?,"an aps for life insurance stands for an attending physician statement . it is the medical record that is ordered for people who apply for life insurance while having a medical condition that needs further review by the underwriter . by looking at the aps , the insurance company can provide a fairer price because they can tell whether your health condition is more controlled than someone else with that same illness ."
how long does a term life insurance last?,"in most cases as long as you continue to make the premium payments . however , after the stated term is over , the premiums will start to rise and eventually escalate strongly . some companies will just end the policy , but must will allow it to continue , at the higher premium . whole life will keep the premiums level for your lifetime , and never end . thank you . gary lane"
is disability insurance a business expense?,"yes disability can be a business expense that is deducted for income tax purposes . if someone chooses to do this , than benefits paid by the disability insurance policy will be realized as taxable income , and the recipient of the benefits will need to pay income taxes on those benefits . if instead , the premiums are not deducted , then benefits are received tax free ."
does depression affect life insurance?,"depression can affect life insurance , but does not necessarily do so . mild depression that is well controlled by one medication , where the applicant has not missed work or been hospitalized due to the depression , and has shown stability for over a year , can get preferred rates from some companies . at the other extreme , if the applicant has had a recent suicide attempt , is on disability for depression , or is in a period of trying out new medications , you may need to take a simplified or guaranteed issue plan until you have had some stability for a while . there are many options for people suffering from depression . you will definitely benefit from using an agency that specializes in impaired risk life insurance to find your best rate ."
does depression affect life insurance?,"depression can affect life insurance rates very little , or it can affect them a lot . the severity of the depression , whether or not there were suicidal thoughts or attempt -lrb- s -rrb- , whether there was hospitalization for depression -lrb- and if so , how often and how long ago -rrb- , if the applicant is on disability for depression , how many medications are being used to treat the depression , and whether therapy is part of the treatment can all affect the rates . mild depression treated with only one medication can result in preferred rates . a long history of depression that is resistant to treatment and has a high risk of suicide can result in a decline . in my experience , severe depression is far less common than mild depression , and most policies involving depression get rated favorably ."
what are the best whole life insurance companies?,"according to your state insurance commissioner , the best whole life insurance companies are those that are admitted to do business in your state . these companies have demonstrated to your commissioner the ability to keep their promises , whether it is paying death claims or delivering cash value . there are incremental differences between the companies but stick with the company that your life insurance agent recommends ."
how can i tell if my insurance agent is lying to me?,"well , if an agent 's nose starts to grow you can probably guess they are lying . most adults and filter out when they are being lied to . the axiom , if it sounds to good to be true it probably is '' pretty much applies across the board . if someone makes an outrageous claim , encourages you to lie on the application , or promises their plan will do something no other plan will , they are probably lying ."
which life insurance has cash value?,guaranteed cash values is a feature of a permanent life insurance policy . other forms of life insurance might accumulate money but those amounts are not guaranteed . cash values accumulate income tax free . the company will exchange the policy of insurance for the cash value anytime that the owner of the policy desires .
can you buy life insurance for a parent?,"can you buy life insurance on a parent ? yes , you can . you can be both the owner and beneficiary of a policy on a parent . the parent has to agree to coverage . the amount has to be within theinsurancecompany 's underwriting guidelines . this type of arrangement can be used for things like final expenses up to estate planning ."
can you buy life insurance for a parent?,"it is n't clear if you mean paying premiums for a new policy for your parent where the parent will own and be the insured of the policy or if you mean to take out life insurance on your parent 's life but be the premium payor , owner and beneficiary . in the former , if heshe is insurable , heshe can have a policy on hisher life and you can pay premiums which would be gifts to himher . this can be done . in the latter , it is permitted under the rules of insurable interest as long as the parent is insurable and consents to the insurance ."
how to cancel bajaj allianz life insurance policy?,"that is an excellent question ! you should start by contacting your agent , and asking what the surrender value of the policy is . ask if there are any charges or fees that would be applied , and what the balance payable to you would be . if that amount is what you hoped it would be , ask for a surrender form , and send it in after filling it out . however , if it is just a matter of paying too much , ask to reduce your coverage amount , or how much paid up insurance your policy would convert to . if it is just a matter of needing some quick cash , you might consider taking out a loan as opposed to ending the policy . again , ask your agent for some help before you do anything , okay ? thanks for asking !"
how do you find a life insurance policy?,"to find the right life insurance policy for you , your family or business , you need to define the financial goal youre trying to achieve . are you seeking death benefit coverage , tax advantaged income or transferring assets to the next generation or two by creating an estate or mitigating taxes ? each financial goal may result in using different life insurance companies , since no one company dominates all three categories . life insurance companies have differing opinions on underwriting standard or better health categories and more so with substandard impairments . the top ten percent of life insurance companies have niche markets whether standard or better and substandard . its important to shop independent life brokerage sources who spreadsheet these areas of concern , so youre confident youre purchasing the right policy best suited for you . we can help with that ."
does health insurance cover pgd?,"by pgd i assume you are referring to preimplantation genetic diagnosis . pgd is genetic testing to determine if an embryo that is to be implanted during ivf -lrb- in vitro fertilization -rrb- has any genetic defects . most plans do not cover ivf and as such , usually wo n't cover related expenses including pgd ."
how to calculate disability insurance?,"disability insurance is a morbidity product . disability insurance is basically paycheck protection . and the price for that protection depends on your gender , age , smoking status , health history , current medical condition and vocation . it also depends on the length of coverage , the elimination period and owner occupation specialties ."
will disabled veterans have to buy health insurance?,"hopefully a disabled veteran has access to the va benefits . if not , then they have the option to purchase an on-exchange health plan through the marketplace assuming they qualify . the real answer is that that not only disabled americans , but all americans are required to buyhave essential health benefits due to the aca law ."
where to get life insurance quotes?,"you may consult several online quoting engines , but they may not tailor to your exact needs . calling one or two local independent agents might be your best bet . although the online quoting engines might get you a solid idea of what your premiums could like like , an agent will be able to help you adjust your coverage amount , identify any special concerns , and match your health profile with an insurance company which will rate you most favorably ."
how long does it take to be approved for life insurance?,"the answer is n't as simple as you might think . each insurance company has different guidelines for the coverage you are looking for . the more complicated your history , the more underwriting necessary the longer it might take . underwritting includes not just medical but financial as well if the face amount is high enough . be sure to talk with your agent or broker about why you need the coverage and how much your needing ."
how to report life insurance proceeds?,"the wording suggests the question concerns income tax reporting . life insurance death benefit proceeds are usually exempt from income tax . there are exceptions . in some cases where a policy is owned by the insured 's employer , the proceeds may be taxable income . the proceeds may also be taxable if the policy -lrb- ordeath benefit -rrb- was sold or otherwise transferred in exchange for valuable consideration . if a policy is owned by a qualified plan , the death benefit will not be taxable when paid to the plan but would be taxable to the plan beneficiary when withdrawn ."
how can i get life insurance on my father?,to get life insurance on a parent you must have his knowledge and consent . he will have to sign the application and qualify medically . it is not unusual for a child to take out a policy on a parent to cover final expenses . in some cases it may even be preferable due to certain rules .
will health insurance cover doctor visit and labs?,"most major medical health insurance plans do cover doctor visits and law work . some plans will include the lab in your copay if the lab is on the premises . but if the lab work is processed offsite , your lab work may be applied toward the deductible . health insurance plans that do not have copays usually cover the doctor visit and lab and these claims accrue toward your deductible . georgiainsuranceshop"
will health insurance cover doctor visit and labs?,"yes , a higher cost for an outside lab network is always possible . usually if your doctor is within your plan network , the lab they use will be as well . it never hurts to ask that any service is ran through your plan network . there usually is someone in the office that handles billing and can access information on the plan summary and plan participating entities ."
could roth ira be taxed in the future?,"the internal revenue code changes every year . however , it is highly unlikely that the provision that created the roth ira would be changed in such a way as to affect people who already have roth iras . the law could change to make roth ira no longer available but it is highly unlikely that that a change such as that would affect currently roth iras ."
what does accidental death and disability insurance cover?,accidental death is a mortality insurance product that pays on the accidental death of the policy insured . dying of natural causes or a disease would not trigger the benefit . disability insurance is a morbidity insurance product that pays a monthly income after the elimination period for prolonged sickness and recovery from injury . income benefits are generally tax free .
can i cash in my insurance?,"there is only one type of insurance policy that you can cash in . that is permanent life insurance -lrb- commonly called , whole life insurance . -rrb- all other policies have a specific term and coverage expires on that date . because death is an eventuality not a probability , cash value life policies accumulate cash to offset the cost of paying the benefit . the company lists inside the policy the amount of this reserve that they are willing to exchange at any time in exchange for no longer having to pay the death claim . that is cashing in your life insurance policy ."
how much should you pay for life insurance?,"life insurance is mathematics . the older you are , the closer you are to the day that you will die . if you have medical conditions that affect longevity that will enter into the equation . if you want the coverage for a short period of time or if you want the policy to be in force regardless of when you die , that also is a factor . this is to say that the cost of the policy will vary and a good life insurance agent can marry your needs to your ability to pay . contact one today ."
what happens at the end of a term life insurance policy?,"great question ! when your policy gets to its end , you have a couple of results to choose from . it ends , coverage stops , and you walk away no strings . if your term policy allows , you can see about converting the policy into either paid up insurance -lrb- for whatever much smaller amount of insurance your premiums would have purchased -rrb- , or converting to a whole life policy at whatever rate that would be . or , you can bite the bullet , and if it is renewable , extend the term , but be expecting a huge rate increase . in any case , you want to have some kind of coverage for your protection . if you would like more information , please feel free to contact me , i 'm happy to help . thanks for asking !"
do life insurance proceeds have to go through probate?,life insurance death benefit proceeds go direct to the policy beneficiaries . the beneficiary declaration in the application is the directive to the life insurance company on death benefit distributions . there is also an option for contingent beneficiary as well . avoiding probate is another feature of life insurance coverage .
is health insurance the same as dental insurance?,"health insurance and dental insurance are definately not the same . dental insurance most certainly is an optional product that can be purchased stand alone alongside any other medical product . dental insurance always has a specified waiting period '' before services can be performed and dental insurance either pays on a percentage of the total bill or it pays a flat dollar amount per service billed . all dental policies have a calendar year maximum that is payable . some have deductibles , some do not . health insurance on the other hand always has a deductible and out of pocket , does not have a waiting period , and does not have an annual cap on benefits . dental benefits or out of pockets do not have anything to do with health insurance out of pockets ."
does health insurance pay for massages?,"health insurance plans will not pay for massages . they are not considered a covered expense . however , your chiropractor may be covered under your plan and often they have in house massage therapy . if you work the system a tiny bit you may just get that massage paid for . outside of that scenario a massage from a massage therapist is considered an elective treatment and wo n't be payed under an insurance claim . for more information on what is and what is not covered under your health insurance plan visit"
what does it mean when a life insurance policy is assigned?,"life insurance policies are often assigned for loan protection or to fund funerals , among other things . collateral assignment still gives you some control in your policy , but allows a lender to repay your loan from your life insurance proceeds if you should pass away before the loan is paid off . whatever does not go to your loan repayment , goes to the beneficiary of your choice . for funerals , the assignment may also collateral assignment , but if prepaying a funeral for spend down , it must be irrevocable ."
what does suze orman say about term life insurance?,"suze is a major proponent of term life insurance . she has not been a fan of permanent forms of life insurance , especially participating whole life insurance . if most cases , where people have retired their debt , secured their future obligations and have no charitable intent , term life insurance with an option to convert may be the approach to take in a defensive planning strategy . but many people have ongoing liabilities that exceed term life insurance periods of coverage or are limited by the age of the consumer . so permanent forms of life insurance could make sense ."
does life insurance go up?,"it will depend on the type of policy selected . term insurance will eventually always rise in cost as a policyholder ages . term is temporary coverage that may offer a level period of cost , but kept beyond that period , costs usually rises every year . with permanent insurance a single cost is created at the begining of the policy that will be charged either for a set period of time or the life of the policy . the easiest way to think of cost and life insurance is as follows . . term insurance is the cheapest to start with , the most expensive to finish with and whole life is the most expensive to start with , but the cheapest to finish with . ''"
what happens at the end of term life insurance?,"typically the policy will end , hence the name term insurance . some company 's may before the end of the term policy offer you to convert the policy to a whole life policy or they may offer an extension of the term at a more current premium rate . either of these scenarios may require an update of medical information andor another physicalblood draw . every company and policy is different so please contact your local agent to find out what is available at the end of your term life insurance policy ."
does accidental life insurance cover a heart attack?,"accidental life insurance policies are more of a lottery ticket than real life insurance . they will only pay a claim if you die as the result of an accident . and most people do not die of accidents . a heart attack is not an accident . the policy wo n't pay for that . if you have a real need for life insurance , you need it regardless of how you die . do n't buy foolish things like accidental policies unless you are only considering it in addition to your real life insurance ."
how much does kaiser health insurance cost?,great question . kaiser health insurance is the same as an hmo plan . when you need to see the doctor you have to visit them in the hospital which is kaiser . also if you need any other service you need to have it done in kaiser hospital . kaiser paln is avilable in some state but not all state offer that paln .
what happens to life insurance when you leave your job?,"when you leave your job , you typically lose most or all of your life insurance coverage . however , often you can convert a portion -lrb- or all -rrb- of your coverage to a permanent policy . the premium will certainly increase although there is likely to be some sort of cash value . a full-time experienced broker can review the best options for you ."
do i need a will for life insurance?,a life insurance policy is a contract . the provisions of the policy operate outside of probate . a will is not required to direct the proceeds of a life insurance policy . the only time that it does direct the proceeds is if the beneficiary and contingent beneficiary are no longer alive or waive their right to receive the funds . that is really one of the beauties of life insurance . it passes without probate to those who you love in a very timely manner .
can whole life insurance policies be cashed in?,whole life insurance policies be cashed in by surrendering the policy . be advised that surrender of a policy terminates the death benefit coverage and could expose the gain in the contract to ordinary income taxes at your effective tax bracket . be advised that if youre receiving social security the gain from the life insurance will be included in the provision income test for taxation of benefits .
when would life insurance not pay out?,"life insurance would not pay out if the policy lapsed and there was no extended term benefit on the policy . also , if a policy is terminated for non-payment or you simply cancel coverage , a death benefit is not paid . if you commit fraud , a felony or another similar act , the insurer will certainly contest the claim ."
can life insurance check medical records?,"when you apply for life insurance , you are asked to sign a medical release form . this form allows your doctor to release medical records to the insurance company . it also provides a release to use the mib or medical information bureau . the mib is where insurance companies keep basic information when people apply for insurance . if you have further questions , or feel i could be of assistance , please do not hesitate to contact me ."
can life insurance check medical records?,"can a life insurance company check medical records ? the answer is yes and they normally do as part of the underwriting process . usually a company checks your health history and also takes blood and urine to check your current health too . are there companies that do n't do this ? yes there are . however , do not expect the cost of coverage to be low in those cases . the fewer questions an insurance company asks , the higher the premium ."
can life insurance check medical records?,"if the underwriter feels that the information contained on the application is insufficient , they might order an attending physicians statement . when you apply for life insurance you sign a form giving the company the liberty to take that step . this step clarifies issues however it also lengthens the underwriting process and results in increased expenses . an amazing amount of information can be gathered by just listing the prescriptions that someone takes ."
how much would health insurance cost me?,"it will all depends . health insurance quotes are based on age , health , weight , past medical history and whether you are single , single with children , married or married with children . insurance companies have various prices so you have to shop around to find out just what you would be expected to pay . keep in mind that the price will also be impacted by the co insurance and deductible chosen as well ."
does long term disability insurance work?,"yes , if you have disability insurance and you become sick or injured to the point where you ca n't work , and if whatever is disabling you was n't excluded in your policy -lrb- pre-existing conditions are often excluded -rrb- , you will receive benefits . if you start searching for an insurance agent , you 'll find that many of today 's agents are advocates of di because they were once disabled and received benefits from their own policy ."
what is guaranteed issue life insurance?,"that is an excellent question ! when you are offered a guaranteed issue policy , what the insurance company is offering you is a policy that you will certainly qualify for . there are typically few if any questions about your health , other than your age and gender . these policies are great options for people who have or have had serious health issues , that otherwise would not qualify for a policy . they are n't cheap though , and will generally have a two or three year period to work through where the death benefit is reduced to premiums paid plus interest . this is one of those cases where an independent agent like myself is worth their weight in gold , because finding the least expensive and best options for your graded period can make a big difference . i hope that helps , thanks for asking !"
how does a life insurance payout work?,"upon death the beneficiary has a couple options . they can take the money in a lump sum , in which case they will receive a check shortly after filing the death claim , or they can annuitize and take the money in monthly installments ove a period of time or for life . a good agent can help guide you according to your circumstances ."
what term life insurance do i need?,"the best kind of life insurance to have is one that has n't expired before you do . term life insurance is very affordable but it is for short term needs . most term life insurance reaches the end of its coverage period and expires . if you have temporary needs that wo n't extend beyond the coverage period , match the term period to those needs . otherwise consider permanent life insurance that is designed to last for your entire life ."
is whole life insurance necessary?,"a whole life policy provides a level death benefit for the lifetime of the insured . the owner need only pay the guaranteed premium . if you need a level death benefit , one that will allow those you love to live their lives with dignity after your passing , and you do not anticipate that need reducing in the future , then a whole life policy was designed for you . many people i meet would like to buy insurance but they are now too old and unable to qualify for coverage . if you think you will need it , buy it now ."
how does short term disability insurance work?,"short term disability insurance has an elimination period usually days or weeks depending on the policy . when it is medically determined by a physician that you are unable to perform your normal duties of your occupation and the elimination period is met , you are eligible to start receiving monetary benefits until such time you can return to work or reach the limit of benefits of your disability plan ."
how does short term disability insurance work?,"short term disability insurance pays a percentage of your salary for a specified amount of time if you are ill or injured and can not perform the duties of your occupation . please note , you may be required to use up your sick days -lrb- if applicable -rrb- before your short term disability coverage will start making payments . if you have short term coverage , you may want to consider supplementing it with long termdisabilityinsurance as many people who need to use their short term disability coverage will often be unable to work for longer than the short term plan allows . i hope the information is helpful - please feel free to contact me for help with your disability insurance program and if you have any other questions . thanks very much ."
does health insurance cover cesarean?,"do you mean a c-section to have a baby ? it depends on the coverage that you have , many major medical plans do have maternity coverage included but the only way to be sure is to call the insurance company or take a look at the summary of benefits for your plan ."
what happens when life insurance policy lapses?,really nothing happens when a life insurance policy lapses . that is to say the policy ends and there is no more insurance . there are a couple things that should happen you should be notified that the policy is going to lapse and it should be explained how you can prevent that from happening . if the premiums are not paid up to keep the policy in force and it does lapse you should be notified of the provision to reinstate the policy and what steps to take and the time limit within which they must be taken .
does life insurance really work?,"a life insurance policy is a very simple contract . the company pays your beneficiary when you die and you pay the premiums . there is a very small number of exceptions such as suicide , and misrepresentation . it is a closely supervised contract in every state and it has an enviable track record of paying in full , on time ."
does life insurance really work?,"by really work , i assume you mean does it pay a death claim when you die ? yes . it does . there are many different kinds of life insurance . it 's not a lottery ticket . term policies pay out if you die within a certain term and the coverage is in force . you can renew them but at a much higher rate . whole-life costs more initially but is designed to always be in force ."
how do you determine cash value of term life insurance policy?,"the only type of term insurance that has a cash value is rop term . this stands for return of premium term . about halfway through the term , it will pay back some cash if you surrender the policy . at the end of the term , it will pay back all the premiums you paid in . keep in mind that the cash value of rop term is not able to accessed unless you surrender the policy ."
how do you determine cash value of term life insurance policy?,"there are a few term policies that have cash value . if the policy has cash value , it will be stated in the policy under non-forfeiture provisions . generally , if there is cash value it will not be very much . sometimes the cash value in a term policy is not available until a certain period of time has passed ."
can you borrow from your whole life insurance policy?,"in order to provide a level death benefit at a level premium , a whole life insurance policy develops cash value . these cash values are guaranteed in the whole life policy and are called non-forfeiture provisions . you may borrow from that cash value . there will be interest charged but the cash value is usually increasing at a rate that is near the interest being charged ."
can i use reduced paid up on four of my policies to use the new found money as payment for my daughter's finale expense policy?,"taking a reduced paid up policy , or four reduced paid-up policies will lower the death benefit available and eliminate future premium requirements . if that is what you are hoping to achieve , that would be a way to do it . if you do that you could use the money you were already spending and fund a life policy for your daughter ."
how long is a whole life insurance policy good for?,a whole life policy is designed to last until your natural mortality -lrb- death -rrb- assuming all planned premiums are paid and there are no outstanding loans on the policy . most whole life policies also have an options called reduced paid up '' which means the insurance company will offer a smaller death benefit with no further premiums that will last until death .
can whole life insurance be converted to term?,you can stop paying the premium on your existing whole life policy . the policy contains a table of non-forfeiture options . one of the options is extended term insurance on most policies . that table will tell you how long your current policy can provide a guaranteed death benefit without additional premiums . that option is risk-free and expense free .
is group term life insurance portable?,group life insurance portability is a it depends '' answer . some plans are set up to expire upon your termination of employment regardless of reason . some plans will offer you coverage subject to some underwriting . some plans will remain the same but at a much higher premium than your employer was paying . contact your owner or larger company human resource benefit manager to find out which plan you may have .
does life insurance cover death from cancer?,"once the policy insured has undergone the underwriting process without any misrepresentation of material facts , including medical information and the underwriting offer is accepted and put in force with the associated premium payment , the policy will pay the death claims proceeds on any death , including cancer . this assumes the policy is full coverage and not add and no cancer exclusions are embedded in the policy ."
what is a life insurance policy dividend?,"a participating whole life insurance policy has the potential to generate an annual dividend . it can also have the potential to generate a terminal dividend at the surrender of the policy . dividends are not guaranteed . a dividend is the return of unused premium to the policy owner . because dividends are considered return of unused premiums , they are not taxed up to basis . dividends can be taken in cash and used in a verity of internal policy rider applications term insurance paid up additional insurance , to reduce premiums , to pay premiums , etc. ."
can anyone take a life insurance policy out on you?,"life insurance relationships between the policy insured and its beneficiaries must establish insurable interest between parties . it must also justify the amount of coverage . and to the question at hand , no one can take a life insurance out on you without your signature as the policy insured on the life insurance application ."
why should i buy critical illness insurance?,"critical illness insurance can serve a lot of needs . a good major medical plan will cover most of your medical bills but there are always copay 's , deductibles and coinsurance that can leave you with thousands in out of pocket expenses . if you are accustomed to a regular paycheck a critical illness policy can help"
can term life insurance have cash value?,"term life insurance does not have cash value , but if you purchase rop -lrb- return of premium -rrb- term , you will get cash back at the end of the term . rop term pays back a percent of what you paid in if you would cancel your policy at some point -lrb- you usually have to keep the policy at least half of the term to get anything back -rrb- . that amount increases , so that you would get a full refund of your premiums if you kept the policy until the term ended ."
can term life insurance have cash value?,life insurance is mathematics . there is the probability of death over a certain period of time . if for some reason the company wants to offer a term policy with cash value that can be accomplished . several policies are available that provide a sum of money upon the termination of a specified period of time . to provide these sums the premium is adjusted to make sure that money can accumulate in the policy .
